fecha_hora,fecha,anio,mes,dia,hora,minuto,dia_semana,unidad,unidad_id,mes_origen,potencia_efectiva,objetivo_t_1,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,media_movil_4,media_movil_12,media_movil_24
2024-12-03 18:00:00,2024-12-03,2024,12,3,18,0,1,G2,2,Diciem,11.061155,11.482415,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.208547,11.459357,11.186478,11.880435,11.838672,11.89918,11.822056499999999,11.742481750000001,11.629571083333333
2024-12-03 18:15:00,2024-12-03,2024,12,3,18,15,1,G1,1,Diciem,11.51804,11.287413,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.303852,11.236945,11.48677,11.21941,10.715483,10.706568,10.997967500000001,10.93823275,11.036911375
2024-12-03 18:15:00,2024-12-03,2024,12,3,18,15,1,G2,2,Diciem,11.482415,11.252445,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.208547,11.459357,11.186478,11.880435,11.838672,11.5620265,11.693222166666667,11.594653375
2024-12-03 18:30:00,2024-12-03,2024,12,3,18,30,1,G1,1,Diciem,11.287413,11.446455,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.303852,11.236945,11.48677,11.21941,10.715483,11.13509375,10.985617750000001,11.070722708333333
2024-12-03 18:30:00,2024-12-03,2024,12,3,18,30,1,G2,2,Diciem,11.252445,11.4003,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.208547,11.459357,11.186478,11.880435,11.517252,11.6787815,11.579809333333332
2024-12-03 18:45:00,2024-12-03,2024,12,3,18,45,1,G1,1,Diciem,11.446455,11.19787,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.303852,11.236945,11.48677,11.21941,11.23116325,11.012020916666666,11.094553125
2024-12-03 18:45:00,2024-12-03,2024,12,3,18,45,1,G2,2,Diciem,11.4003,11.154805,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.208547,11.459357,11.186478,11.48767075,11.634570916666666,11.553643083333334
2024-12-03 19:00:00,2024-12-03,2024,12,3,19,0,1,G1,1,Diciem,11.19787,11.364735,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.303852,11.236945,11.48677,11.34608,11.054488416666667,11.104013333333334
2024-12-03 19:00:00,2024-12-03,2024,12,3,19,0,1,G2,2,Diciem,11.154805,11.442935,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.208547,11.459357,11.29907875,11.61403325,11.562552333333334
2024-12-03 19:15:00,2024-12-03,2024,12,3,19,15,1,G1,1,Diciem,11.364735,10.949315,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.303852,11.236945,11.3624445,11.077682166666667,11.091975833333334
2024-12-03 19:15:00,2024-12-03,2024,12,3,19,15,1,G2,2,Diciem,11.442935,11.70649,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.208547,11.322491249999999,11.57657075,11.549862666666668
2024-12-03 19:30:00,2024-12-03,2024,12,3,19,30,1,G1,1,Diciem,10.949315,10.953743,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.303852,11.32411825,11.113674416666667,11.097300416666668
2024-12-03 19:30:00,2024-12-03,2024,12,3,19,30,1,G2,2,Diciem,11.70649,11.94733,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.2567,11.31262125,11.549827166666667,11.559628833333333
2024-12-03 19:45:00,2024-12-03,2024,12,3,19,45,1,G1,1,Diciem,10.953743,10.924015,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.340393,11.239593750000001,11.116109583333333,11.082528041666668
2024-12-03 19:45:00,2024-12-03,2024,12,3,19,45,1,G2,2,Diciem,11.94733,11.587212,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.262797,11.4261325,11.554660499999999,11.578370083333333
2024-12-03 20:00:00,2024-12-03,2024,12,3,20,0,1,G1,1,Diciem,10.924015,10.97221,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.52096,11.11641575,11.1342355,11.066417625
2024-12-03 20:00:00,2024-12-03,2024,12,3,20,0,1,G2,2,Diciem,11.587212,11.669095,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.464453,11.56289,11.561341749999999,11.606892291666666
2024-12-03 20:15:00,2024-12-03,2024,12,3,20,15,1,G1,1,Diciem,10.97221,10.954,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,11.214612,11.047952,11.136121333333334,11.041544916666666
2024-12-03 20:15:00,2024-12-03,2024,12,3,20,15,1,G2,2,Diciem,11.669095,11.425807,11.587212,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.403282,11.670991749999999,11.518503166666667,11.61200725
2024-12-03 20:30:00,2024-12-03,2024,12,3,20,30,1,G1,1,Diciem,10.954,10.94997,10.97221,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.95162,10.94982075,11.13634425,11.031444833333333
2024-12-03 20:30:00,2024-12-03,2024,12,3,20,30,1,G2,2,Diciem,11.425807,11.80372,11.669095,11.587212,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.547762,11.72753175,11.519135,11.623082791666667
2024-12-03 20:45:00,2024-12-03,2024,12,3,20,45,1,G1,1,Diciem,10.94997,10.961562,10.954,10.97221,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.956855,10.950992,11.140583,11.031543999999998
2024-12-03 20:45:00,2024-12-03,2024,12,3,20,45,1,G2,2,Diciem,11.80372,11.571608,11.425807,11.669095,11.587212,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.792262,11.657361,11.523721416666667,11.618001333333332
2024-12-03 21:00:00,2024-12-03,2024,12,3,21,0,1,G1,1,Diciem,10.961562,10.945282,10.94997,10.954,10.97221,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.973612,10.95004875,11.137514833333334,11.031257125000002
2024-12-03 21:00:00,2024-12-03,2024,12,3,21,0,1,G2,2,Diciem,11.571608,11.86891,11.80372,11.425807,11.669095,11.587212,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.65227,11.6214585,11.49447575,11.61847875
2024-12-03 21:15:00,2024-12-03,2024,12,3,21,15,1,G1,1,Diciem,10.945282,10.957572,10.961562,10.94997,10.954,10.97221,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.94942,10.959435500000001,11.123277333333334,11.030755041666666
2024-12-03 21:15:00,2024-12-03,2024,12,3,21,15,1,G2,2,Diciem,11.86891,11.80959,11.571608,11.80372,11.425807,11.669095,11.587212,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.655703,11.6175575,11.5370135,11.615117833333334
2024-12-03 21:30:00,2024-12-03,2024,12,3,21,30,1,G1,1,Diciem,10.957572,10.967097,10.945282,10.961562,10.94997,10.954,10.97221,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.970575,10.9527035,11.0755475,11.030582625000001
2024-12-03 21:30:00,2024-12-03,2024,12,3,21,30,1,G2,2,Diciem,11.80959,11.664357,11.86891,11.571608,11.80372,11.425807,11.669095,11.587212,11.94733,11.70649,11.442935,11.154805,11.4003,11.252445,11.482415,11.061155,12.154668,11.37077,11.661513,12.101275,11.867155,11.64849,11.763858,11.604355,11.646752,11.782972,11.66751125,11.569221416666666,11.624001458333334
2024-12-03 21:45:00,2024-12-03,2024,12,3,21,45,1,G1,1,Diciem,10.967097,10.772543,10.957572,10.945282,10.961562,10.94997,10.954,10.97221,10.924015,10.953743,10.949315,11.364735,11.19787,11.446455,11.287413,11.51804,11.132412,10.986788,10.903135,10.969535,10.901385,10.736232,10.920093,10.932828,10.919545,10.936845,10.9535965,11.04806075,11.030040833333333
